,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0807960033416748,0.7038189172744751,0.09708786010742188,0.0027849972248077393,0.32554006576538086,0.8460460305213928,0.603349506855011,0.22605204582214355,0.21058067679405212,0.13310480117797852,0.17974522709846497,0.169484943151474,0.34266096353530884,0.11663681268692017,0.19524195790290833,0.35988569259643555,0.04964035749435425,0.07227417826652527,0.3533802032470703,0.9088325500488281
1,0.40528547763824463,0.2273382544517517,0.6424182653427124,0.11466154456138611,0.26064568758010864,0.4571639895439148,0.13477778434753418,0.41453516483306885,0.1080857515335083,0.36934971809387207,0.7055098414421082,0.42712780833244324,0.6622422933578491,0.2532748579978943,0.013859689235687256,0.5290927886962891,0.1662723422050476,0.09237834811210632,0.07230138778686523,0.06343033909797668
2,0.4157199263572693,0.24144622683525085,0.6246983408927917,0.11207926273345947,0.2508385181427002,0.43484511971473694,0.13604053854942322,0.429547518491745,0.11637473106384277,0.39362359046936035,0.6806713342666626,0.4285416007041931,0.6311967968940735,0.23514077067375183,0.013732939958572388,0.49086928367614746,0.1539572775363922,0.09141194820404053,0.07933145761489868,0.05846402049064636
3,0.44493645429611206,0.2415401041507721,0.5971495509147644,0.09669044613838196,0.2956158220767975,0.44117024540901184,0.15119484066963196,0.4366230070590973,0.11323279142379761,0.35281485319137573,0.7321722507476807,0.388931542634964,0.6689649224281311,0.20795828104019165,0.03098013997077942,0.5120294094085693,0.1278391182422638,0.1282104253768921,0.10848826169967651,0.09314465522766113
4,0.4378865361213684,0.23250171542167664,0.6183621883392334,0.09919506311416626,0.3031154274940491,0.4596693813800812,0.15191105008125305,0.42990559339523315,0.10912764072418213,0.3448968529701233,0.7591060400009155,0.4099644422531128,0.7137100696563721,0.2231956422328949,0.0285072922706604,0.5443763136863708,0.14525240659713745,0.13072693347930908,0.09746614098548889,0.09650829434394836
5,0.44431009888648987,0.23244363069534302,0.6077580451965332,0.09485557675361633,0.30931317806243896,0.45620405673980713,0.15692850947380066,0.43419939279556274,0.10977378487586975,0.3395422697067261,0.7617270350456238,0.39621564745903015,0.7083516716957092,0.21148425340652466,0.033883482217788696,0.5374451279640198,0.13654065132141113,0.1384914219379425,0.10658484697341919,0.10389751195907593
6,0.41457483172416687,0.2288304567337036,0.6383287906646729,0.1109221875667572,0.2726629376411438,0.45926225185394287,0.1384792923927307,0.4168177843093872,0.10778933763504028,0.3619046211242676,0.7244836091995239,0.4264868199825287,0.6838105916976929,0.2475457787513733,0.016343921422958374,0.5380198359489441,0.16194424033164978,0.10168111324310303,0.07734674215316772,0.07041850686073303
7,0.44739842414855957,0.234395831823349,0.619550347328186,0.09886640310287476,0.3115578889846802,0.4602033495903015,0.1501064896583557,0.42101165652275085,0.10695794224739075,0.338451087474823,0.773971438407898,0.41747918725013733,0.7369652390480042,0.22505348920822144,0.026730775833129883,0.5584689974784851,0.14404833316802979,0.13561606407165527,0.0988599956035614,0.09321635961532593
8,0.41116371750831604,0.22969797253608704,0.651648759841919,0.11887142062187195,0.257012277841568,0.4584663510322571,0.12847882509231567,0.4009016752243042,0.10476163029670715,0.36783111095428467,0.7166309952735901,0.4474110007286072,0.6886749863624573,0.2649315595626831,0.010142683982849121,0.548072099685669,0.16542330384254456,0.08784317970275879,0.06612652540206909,0.05228009819984436
9,0.4432908594608307,0.23428264260292053,0.628156304359436,0.10342875123023987,0.3003898859024048,0.4596250355243683,0.14366954565048218,0.4121570289134979,0.10538351535797119,0.34295788407325745,0.7672481536865234,0.428656667470932,0.735811173915863,0.23502841591835022,0.02022796869277954,0.5622758865356445,0.14745086431503296,0.12380322813987732,0.08993053436279297,0.07869824767112732
